reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,processed_text
A1G5VR6YBZT1DG,B008DJIIG8,Abby,"[0, 0]","Very cute pink color, lighter than the picture which i actually like better, also has little glitters in it.It also has this sticker on the back that makes it really mold to the phone, sometimes i will try and pull at the sides of the case out of habit and it will be stuck to the phone resulting in extra protection.Only thing i dont like is the logo, but i can live with it.",5,Love it!,1347321600,"09 11, 2012",
A3L8RJWTSAIRVZ,B009RXWJ5K,Dressagenut,"[0, 0]",LOVE LOVE LOVE  These are great cases without spending a lot of money! Protect the phone great and come in lots of great color designs!,5,Tuff Case for iPhone 5,1386547200,"12 9, 2013",
A227JYFKLTXGRF,B00CC3BTXA,Brittany Blair,"[0, 0]",I love this phone case. I actually got it in hot pink too. The pink one came with the white rubber instead of black. So i kept the white on there and switched the pink with purple. I like the purple with white better than the black. The purple is absolutely beautiful!,5,Swiches,1374624000,"07 24, 2013",
A2W88VUGI6DMEM,B0089HUEDO,"Doug ""Doug""","[0, 0]",Its not what I thought it was.  It has a clear back cover that stuff gets into.  It doesn't completely cover the front if you were to lay it face down.,2,Didn't like it,1370304000,"06 4, 2013",
A1GT933RLVM0A,B008PXMWIW,"Peter C. ""Peter""","[0, 0]","I Compared this headset with my original one that came with my galaxy s3 and they look pretty much exactly the same BUT these are corrupted! For my experience, the right headphone had about 70% of the sound while the left side had the 30%. The sound is not great at all since my original headset had a killing bass and this ones have poor sound quality. I do not recommend this for the fact that it may come corrupted!",2,OEM but corrupted!,1373155200,"07 7, 2013",
AHXWPY977L7VF,B00ENOAYVY,turnjaded,"[0, 0]",Rubber corners that hold the phone crack and break and eventually phone starts popping out.  Cheap cardboard - see my other reviews.  If you want the kickstand feature that actually does work (this one just keeps sliding down and phone falls on back) see the black rubberized one with the pop out kickstand.,2,Feel apart after 5 weeks of daily use,1399766400,"05 11, 2014",
AC9QEWWN4W9MC,B008FV350I,Michael Chang,"[0, 0]","Nice charge, hefty amount of power, great device, I really like it.",5,Nice charger,1404864000,"07 9, 2014",
A248JFAELVCDYE,B007UOKQJO,Paige,"[0, 0]",The home button stickers look very nice on my iPhone they stay on and are a very nice product in general,5,They look so nice,1378252800,"09 4, 2013",
A1ZM9THVB0JUPS,B005IRMZEY,T. Khetia,"[0, 0]","I bought this as a gift for my wife, and it is an OEM issued battery at a very cheap rate when I bought it, i.e., it was cheaper than any service provider's price, cheaper than the BlackBerry stores at some airports, cheaper than Bestbuy.",5,Bought it as gift,1355788800,"12 18, 2012",
A30QZ5R9QCT2C9,B007IKFUUK,CC40,"[0, 0]","Bought for my daughter's ph & she loves it!! It's not bulky & big like others she tried. Arrived very quick, packaged safe & price is unbeatable!! Definitely recommend!  :)",5,Daughter loved this case!,1397692800,"04 17, 2014",
A1EV8SSPUSUI66,B00AOW8I30,"Mike aka Mark Twain ""Brick and Mortar killa""","[0, 0]","Case has a great fit, I would recommend this product to anyone. This case also fits my screen protector without it bubbling up in the corners. Also has room for iLoom 9H screen protector. Only con it the dust it attracts in the pocket since it's a TPU case. Hard for it to combat static do keeps a cloth on your person just in case you need to clear off.",4,Nexus 5,1393113600,"02 23, 2014",
A250B73BJZ408E,B004RDH8OM,ck,"[0, 0]",My arm is really skinny and it stays on perfect! Definently worth the 3 bucks. I would recommend buying this.,5,Works great,1403568000,"06 24, 2014",
A1TJ60Y7ZBO4EK,B008TOW3MC,"Kevin Sanders ""Supreme""","[0, 0]","this case arrived before time, looks awesome, and protects my phone from scratches, it did not come with screen protector, but some weird kind of cable that connects to the tv. it was really weird",5,very nice case,1373068800,"07 6, 2013",
A3NL4I41MB9E91,B0058VZTO8,Yollie Brangeliez,"[0, 0]",This product works great. I love hard as cell connected to 8 hours. Worth buying extra batteries because when you use the phone to listen to music supplementation need another battery..,5,I like this product.,1353024000,"11 16, 2012",
A2K8P3PA7N6392,B000BBE9C8,"Daniel Ruskoski ""RE-Born Born Again Christian""","[0, 0]","I purchased this headset to use with my cell phone.  As it turns out I use it with my computer and love them.  They  are easy to use, long battery lfe and sound great.  They may be a bit uncomfortable or odd because of the back of the head design but all headphones have some kind of pressure due to the design.  The only time I notice their presure is when I wear them for a few hours.  Short term no problems.  By the way, I wear glasses so that may be the culprit.I'd buy them again.",5,Great headset,1205971200,"03 20, 2008",
AHY3LIK8QYUY,B00CC1JXYE,Anthony,"[0, 0]",Never have to open your phone with this one. Do it all through the window. And it protects the screen from damage.,5,Never open,1402963200,"06 17, 2014",
A28N2AWOVO2PB,B008F4UUPI,"Simon Cleveland ""S. Cleveland""","[0, 0]","I really like the concept of this product. Having a Bluetooth doesn't have to make us all look like call-center phone technicians. The makers of this device envisioned the users being ear-free (not just hands-free). Thumbs up for the concept. Now, the price is another thing. If this was under $30 it'd probably be 5 stars for me. My 'cool-look' concept diminishes with each $10-increase. So, love the concept and the product, but wish the price was lower.",4,"Interesting concept, priced a bit too high",1363824000,"03 21, 2013",
A1YNOLPAF4I0PJ,B008YVQJ3Y,"DD Stubbs ""Dakina""","[0, 0]",Thought the case was really cool... bought this for a friend and she liked it.. Not exactly what I expected though,3,Cool case,1385078400,"11 22, 2013",
A34FW4CQ31KHKC,B006LFYRGG,Jess,"[0, 0]",Not my favorite case. I have never used it because the material is so slippery that it  comes off every five seconds.  Doesnt fit in my pockets at all and is akward to hold,1,:(,1358640000,"01 20, 2013",
A248JFAELVCDYE,B00869D28Y,Paige,"[0, 0]",This case  looks very nice and it is easy to get on and of it also looks just like the picture I will recommend this case,5,So pretty,1378252800,"09 4, 2013",
A1B2T9CD4E2OB5,B00FEZOX36,goodperson,"[0, 0]",Any screen protector from these guys are great. Solid fit on the screen and very easy to put on. Lasting screen protector.,5,Great screen protector.,1395100800,"03 18, 2014",
A1B2T9CD4E2OB5,B0032DQQX2,goodperson,"[1, 1]","This was the first Elago case I ever bought. This made me love their products. Slim fit, tight, doesnt get in the way and fits in the pocket perfectly. It is very easy to put on and take off too. Although, I like the ones without the circle cut out, they give you a circle cut out to put over the phone so you dont scratch it. Great case.",5,I LOVE ELAGO.,1383091200,"10 30, 2013",
A1OZZ1VZHN9QRO,B00H72TIJ8,Jaytecs,"[0, 0]",This case is OK but not as it s posed to fitYou should not expect this case to fit phoneVery good it cheap and plastic,2,Phone case,1402185600,"06 8, 2014",
A28UJBAAYJ93UB,B00EU527MA,Christa,"[0, 0]",I bought this case for my supervisor at work since red is her favorite color and she loves her new case. I would recommend this seller to everyone.,5,Red cell phone case,1363651200,"03 19, 2013",
A1T9E0H192HPKB,B009BXL6ZK,Stacey,"[0, 0]","Love it! All these screen protectors for practically pennies. I paid over $30 for zagg shield at the mall. They put it on, put it in the dryer, gave me a lifetime guarantee...etc. Went back 3 times within two weeks to replace. Bubbled up twice and turned my white phone brown around the edge of the plastic after a few days. Purchased these, used two putting them on after messing up the first one, and haven't looked back. EXCELLENT!",5,Hahahahahaha,1377561600,"08 27, 2013",
A2R99I2RXNYT8A,B008G0J96M,Bonita B.,"[0, 0]",I got this phone case for my sister who loves the color purple. This phone case fits the s3 phone great. It's very blingy and looks great.,5,Beautiful!,1375228800,"07 31, 2013",
A2C3VC5JTYVRCL,B00AWIPITS,Christopher Scott,"[1, 1]","For 25 clams I wasn't expecting much; just a cheap set of 'phones I could use to listen to podcasts and such while on my rowing machine. I'm actually quite impressed with them. They don't feel terribly durable, but they sound good, are easy to pair over BT, charge with standard micro USB cord, and seem to last the promised 10 hrs. Great deal.",4,Pretty great for the price.,1401753600,"06 3, 2014",
A9QZ4MHIWDGJM,B005EENGQM,Mickey Robinson,"[0, 0]","I love this case. It's very stylish and sleek. The priced was good, and it was shipped promptly. I will order another.",5,iPhone case,1355702400,"12 17, 2012",
A301Z8IOK3T238,B009F7TJN8,"Zak ""Diva""","[0, 0]","I wasn't expecting it to be this thin but it's still a nice case, I bought it because of the price and I wasn't expecting anything tough. I wouldn't recommend laying the phone face down because there is no protection at all.",5,Very thin..,1383177600,"10 31, 2013",
A16HW8F7MVXRAY,B009HBYCPC,Anysha Powledge,"[0, 0]",Love love love this case. The whole Aztec Tribal pattern is amazing. Love the colors! Lost the stylus but I have extras.,5,Love this case,1383609600,"11 5, 2013",
A15LM463L6TFFR,B003VLY4H0,Truc,"[0, 0]","It added a bit of bulkiness to the device, but served its purpose.  But I eventually had to find something more slim to be less bulky around the sides.",3,It's OK,1396483200,"04 3, 2014",
AVIPC63HLYVTH,B003TUSWG2,clara,"[0, 0]",it took a minute to get here. ive only used it once but it worked . . . . .,4,works,1363824000,"03 21, 2013",
ABXANRX4GPYRZ,B0016L6OWK,hdtravel,"[0, 1]",Use your existing set of iGo charging tips to charge your stuff in your vehicle.Nice quality and the glowing blue light that comes on while plugged in is cool.You will like it.,4,Nice Product,1229731200,"12 20, 2008",
A11LC938XF35XN,B00IYX9K24,"SJ Blouse ""Stacey""","[0, 0]",Love the anti-glare aspect of this screen protector. Fits perfectly and very easy to install.  Can't be without one on any of my electronic devices. This one is really awesome.,5,Great Screen Protector,1398643200,"04 28, 2014",
A17T6V74TFVNO8,B0050LUPNG,CGIII,"[0, 0]","My Wife tends to drop her phone from time to time. Now with this protector, I am pleased; no more &#34;anger Wife!&#34; When she's happy ,  I am happy!",5,For the Wife,1364169600,"03 25, 2013",
A2ZWIQGZJWUYNP,B0097CZBH4,J. Limandri,"[2, 9]","Its a really limited basic smartphone.  Which is ok for some, but I don't see a reason to pay so much for a such a basic phone.  Most flagship phones are a lot better than iphone.  I had a few generations of iphones.  The original iphone was ahead of the competition, but now they are behind and just getting sales off their name.",1,Mediocre smart phone at a ridiculous price,1368230400,"05 11, 2013",
AQGBC2TX979T7,B006R5U3QI,Gary Tricarico,"[0, 0]","This headset works very well, no problems. The ear piece is a little funky and doesn't hold the receiver as tight as I would like, but besides that this headset works great, no problems",4,works well,1355270400,"12 12, 2012",
AFHHA0TLPG12A,B009K9IIHY,David Rivas,"[0, 0]",I love the look simple slim and clean. Really nice way to show your iPhone 5 off. Not for the ultimate protection of course,5,Simple/clean,1368316800,"05 12, 2013",
A10UHQH1YL5Q6B,B00CDWTQD0,MONTYHADES,"[0, 0]","very happy with the purchase, why spend over 10 at the regular store when  you can get good quality material for less money. also it is very easy to put on...",5,clear...,1374624000,"07 24, 2013",
A10UHQH1YL5Q6B,B00CERMREO,MONTYHADES,"[0, 0]","this case reminds me of the otter case if you know what I mean, the better of this case is that only cost like 10% of the otter one.. I really like the case and so my sister.",5,great...,1388620800,"01 2, 2014",
A2LI8L6O4M0G1K,B00B0Q8NDY,CuriousEggroll,"[1, 2]","Pros:Great looking case. I love the circuit board android design in the back of the case. It's really neat.Great protection. Protects every part of the phone and the screen too. It sticks out enough so if your phone falls screen first, the case will take the impact.Nice, not the base but it won't slip out of your hands.Perfect cut outs for your head phone jack, mics, speaker and buttonCons:Nonelove this case",5,solid case with nice design,1360800000,"02 14, 2013",
A3HJOKYEV152QJ,B00891ELLQ,erika01930,"[2, 2]","bought this for a Samsung galaxy s3 and it fit well, was able to use all buttons/ports and held up well before it started to wear out",5,case,1366243200,"04 18, 2013",
A2QA9IR0FKHS2Z,B005KBH8IQ,John,"[0, 0]","It is always good to have a spare, fully charged battery. This is especially handy when you're away from an electrical source to charge your device. I take my spare battery to outdoor events.",5,Fully charged!,1347926400,"09 18, 2012",
A8LSCFM6MPFXA,B005RUP5UI,Derrick hampton,"[0, 0]",This device is just perfect and even better for the price. It fits my ear well and it comes with clear pieces to wrap around your outer ear. I don't use the clear pieces. The battery so far has been excellent.  I have not had the chance to use the case to charge it much but the few times that I have were good. I  like the case because it helps me to keep up with the ear piece. Pick this up and be happy for doing so.,4,Just excellent,1364083200,"03 24, 2013",
AR8W90O2TV5XY,B008MOHLVC,randomyz,"[0, 0]",I bought if for my first gen. Nexus 7. Works great. It's very smooth and the reponse it great. Will recommend.,5,Great,1391558400,"02 5, 2014",
A9QZ4MHIWDGJM,B007PY5MO8,Mickey Robinson,"[0, 0]",The Bow came in the mail quickly. It was in a very cute small &#34;wrapped&#34; box. It looks great on my phone.,5,Bow accessory for IPhone,1355702400,"12 17, 2012",
A56AUIA2KJ3KQ,B00GXO6UHE,Jonathan C. Ross,"[0, 0]","This works PERFECTLY with my OEM Samsung Galaxy S5 Flip Cover. No, this isn't the cover... it's the magnetic latch to hold it shut. Read people... I don't know why people think they are getting a whole case for $10. For those who have the S Cover, It;s SOOOOO WORTH IT to get this little accessory. It should of been built in.",5,Perfect for Galaxy S5 Flip cover.,1398988800,"05 2, 2014",
A1BIDCLVLMJXD1,B00BJS9F2Q,Rz,"[0, 1]","When I received, was excited to put the protective film on my phone, but just too hard to.put on the screen..followed step by step,but too many bubbles can be seen on the screen...and the bubbles wouldn't go away with vigorous swiping.  Wouldn't recommend this product..",2,hard to use,1379808000,"09 22, 2013",
A25FDSTIHHAFKX,B00APC8L9U,C.C.,"[1, 1]","i would recommend this to anyone who wishes to purchase a variety of colored silicone covers for their phone. I purchased it as a gift for a friend and she loved it...It includes everything (colored silicone cases, screen protector, wiping cloth) you need to protect your phone for a decent price...thank you..",5,Great buy!,1381881600,"10 16, 2013",
A182BL642WB691,B0049PNCKW,Big.Hoss,"[0, 0]","The phone works exactly as a device from this generation should be expected to work. The phone's software version and media apps are VERY outdated...however, it does take 2 SIM cards and Micro SD memory card up to 4G which is useful where I am deployed to,",3,Not a bad starter phone,1356566400,"12 27, 2012",
A369E3SLQ3UBUX,B0059DLLJC,king kris,"[0, 0]",so simple and plain but witht his case and a protective screeen i blacked out my phone and its a good case one close friends asked how much it cost and i was like its cheap and she was like no way gotta be like 20 -25 buck!!! its a good strong case and it good classy !,5,great,1361836800,"02 26, 2013",
A28N2AWOVO2PB,B0094CX5M0,"Simon Cleveland ""S. Cleveland""","[1, 1]","Tight fit for the iPhone5, but it works well, and it's staying in place when I walk. I recommend it for anyone looking for an armband, and I will keep using this one.",5,what i needed,1386374400,"12 7, 2013",
A2L04V9S5S3Q9C,B00AB3FV1E,Mohsin,"[1, 1]",I bought this for my Sister in Law as a gift and this works just perfect. This is a beautiful case for your galaxy note.,5,Perfect!,1361923200,"02 27, 2013",
AWCMHANIY3LJE,B009TBF7IG,Mr Smith,"[0, 0]",This works well.  There isn't much to say.  I don't have to twist it around in the socket to get a good connection.,5,excellent,1400630400,"05 21, 2014",
A1OOLS3367Y7M4,B00EF1OGOG,Amazon Customer,"[5, 7]",It's light weight enough so  can keep it in my pocket when I go to theme parks but packs enough juice to charge my phone two times over.,5,Great backup battery,1381968000,"10 17, 2013",
ATIMW8SYGAASW,B008CAXGXS,Todd F. Fogleman,"[0, 0]",phone keeps coming out in the holder. looks like plastic molding macchine may have made this one a dud. the leather is okay but pretty bulky and heavy.,1,no good,1391731200,"02 7, 2014",
A3A76NG48QQDJT,B0042QTEIM,Jennifer,"[0, 0]",This case was such a pretty purple. But the inside of the case got dirty so quick. It did protect my phone good though.,4,Cute case,1376179200,"08 11, 2013",
A2TZFQGNB0UA76,B0054EQQXC,Margoricke Hidalgo,"[0, 0]",i love the case it looks exactly like it does in the picture.. the lace isnt fully secured but if you put some clear nail polish it sticks on perfectly !! i just am in love with the case :),5,i love it,1362960000,"03 11, 2013",
A3HOS1YOFFSUJ4,B004FG30NE,mass towing llc,"[0, 0]",I got rugged case and this thing seems like it's the best protection you can get for this phone I wouldn't be surprised if you could run it over with a car and not damage phone I wonder if they make same case for iPad 2 if they do I will buy it this is a have to buy for someone who puts a hurten on phones like I do,5,Rugged case is awesome,1318809600,"10 17, 2011",
A1LTEJ8TJ84NXS,B006GYTTOM,A. B. West,"[0, 0]","This unit looks goo and the leather seems to be of decent quality. However, since I use my phone alot and my case, it has begun to show some wear in only three months. This unit will probably last a year at best. However, for the price, it is still a bargain.",3,Looks Good,1359590400,"01 31, 2013",
AI8ZHTJ1JX1R3,B0088LYCZC,,"[0, 0]",Such a great product!  I have paid much more for screen protector but these do the job just fine.  I have started looking for this brand when I need a screen protector!,5,Really do the job well!  Why pay more!,1404000000,"06 29, 2014",
AGOH8N902URMW,B009UNGYK8,"Zeb ""zebra01""","[0, 1]",The bottom line is that I really like it. It is so so convenient to use. The charger stand is beautifully constructed and has a blue led to tell you that it is charging the earpiece.,5,A little expensive Great convenience!,1354147200,"11 29, 2012",
A2I7IS0OXGGVPA,B0086TY96S,"R. Lanier ""mrpickem""","[1, 1]",This is a small compact phone stand.  It is sturdy and well made.  It supports any size up to my Note 2.,5,Nice stand,1379635200,"09 20, 2013",
A185O1MX1RP964,B001MEV8LI,Master Woo,"[0, 0]","This charger is great, it works well and charges pretty quickly.  I was also surprised to see a USB port, giving you the capability to charge off PC's and such.  Well worth the buy.",5,Great Charger for on the go.,1379116800,"09 14, 2013",
A2310LCV722XX7,B00993E7PI,"OJ Oshin ""Muyiwa""","[0, 0]","Nice case, very slim and adds no bulk to your phone. However, it is prone to scratches and losses its luster look after a while.",4,iPhone 5 case,1365206400,"04 6, 2013",
A3S3HIK135PHK5,B009GMXYP6,Debra W,"[0, 0]",This case works GREAT and it REALLY looks good as well.  It extends the life of my phone and allows my more freedom of use.,5,Looks Great!,1386028800,"12 3, 2013",
A3O0OT4UXA1LPG,B008WU1UJK,Steph,"[8, 8]","This case is phenomenal. Not only is it super cute, but its also very effective, its bigger than i expected but thats totally cool because i can hide stuff in the fins!! ^_^ LOVE IT LOVE IT LOVE IT!",5,iPhone Case,1360195200,"02 7, 2013",
A20AKRIKN1F8O7,B00A9Z1UBO,mirrored,"[0, 1]",I like this charger better than the other one that I had purchased.  Also this one does the iphone and ipad.  Great!,5,Car charger,1374364800,"07 21, 2013",
A3PCEB9ND82AGE,B00EV97UD6,maj71303,"[1, 2]",Easy to apply screen protector that gives less fuss and bubbles to application. Provides great protection and without sacrificing clarity.,5,Crystal Clear,1383523200,"11 4, 2013",
AZFVET6CWLS4Q,B00530RYCE,china,"[0, 0]",my baby love this case its her thing.... i recomend it to others its very cute and soft... love it,4,like it,1356048000,"12 21, 2012",
A3A9JIV9V5JAWV,B008GGAM9E,"Ang ""Angelia""","[0, 0]","I am happy with this invisible clean lcd screen.  It protects my screen from dirt, germs-you name it.  Your phone holds the most germs so clean it with sanitizer or alcholo with the screen protector on your phone first.  Thanks!",5,It works great!,1359072000,"01 25, 2013",
A3K8A8SCFFKB4Q,B0052QRMG2,vonniezee,"[0, 0]","cool color, gets dirty (obviously) the texture of the case is hard but has that soft, non-slip feeling, which is good so it doesnt slip out of your hand.  the edges are even with the screen of the phone so no protection if dropped, doesnt bother me, i didnt buy this case for safety, its for beauty, which is has :-) also bought the yellow one!",5,PINK!,1346025600,"08 27, 2012",
A5BLV01VM52V7,B005EMMQ9M,lil_lolo,"[0, 0]",Awesome feel without taking away from the feel of the iPhone itself.  Easy to put on the phone and a simple new look for the phone.,5,Sleek,1361232000,"02 19, 2013",
A28N2AWOVO2PB,B00A8NP4LY,"Simon Cleveland ""S. Cleveland""","[0, 0]",Really not much else to say. I like Belkin and its quality and so it was no brainer to order this product. It works with my iPhone 4 and my classic iPod. The price is very reasonable. It is practical and useful. I recommend it for the brand and the price.,4,Does the job,1379462400,"09 18, 2013",
A1JCL6GOO8BJZG,B005YTPEEO,Gabriela,"[0, 0]",The case is really pretty and it will specially look good in a white iPhone! However due to the color it gets dirty super easily and the stains won't come off...,5,Pretty!,1352505600,"11 10, 2012",
AG176YH633HXF,B006CBH0QI,RENE,"[0, 0]","THIS IS REALLY NICE AND PRISSY AND WE ALL KNOW LADIES LIKE THAT. THEY WILL SELL WELL. THEY ALLOW YOU TO MAKE A STATEMENT OF YOUR OWN AND LOOK SO CUTE. THANKS FOR A FUN PRODUCT, RENE OSTROWSKI",5,4S PHONE CASE,1360627200,"02 12, 2013",
A3PJJTAKISAFI9,B00DM8428S,"pamboy ""pamboy""","[8, 16]",These are really small at the most 2 inches by 3 inches.  These are more like disposable.  What a riff-off.,1,I must have overlooked the size of these,1343692800,"07 31, 2012",
A29GGAZQRIZH4S,B004CGDYTM,Ann,"[0, 0]","Loving it, works great and and long lasting...almost better than the original battery that came with the phone. Try it!",5,Loving it...,1356825600,"12 30, 2012",
A3KXRJY5JRMTOZ,B004W3PPEW,Kayla Vuong,"[0, 0]","Good intentions for a case, but for me was a miss. It was good for a couple of days until I dropped it from 4feet and the case shattered. It protect my phone really good, but wasn't worth the amount priced.",3,So cool but so fragile,1366848000,"04 25, 2013",
A3LQUEB84IR3VO,B0093IHVJI,Sam,"[0, 0]",I had the same case for my iPhone 4 and had not issues with it so I bought the same one for my iPhone 5. The case is a slimmer plastic with rubber edges for protection. The styling is cool  and it allows for pretty good protection without having to go to the extreme bulky cases.,5,I love this case. Greart protection and still slim,1361491200,"02 22, 2013",
A18N6P1LXMTLZ0,B00AXNO8RK,Jordan,"[0, 0]","Sound quality is great, headphones are really very comfortable.I use them to watch movies on my laptop, my husband uses them for playing games on the computer and we are both very satisfied. Headphones rest very comfy on your head and lay tightly around your ears, making it easy to wear them for a long period of time.",5,Great product!,1405728000,"07 19, 2014",
A3GF5K64NR2MI7,B004TSEC1W,Jamonte' Black,"[0, 0]","I absolutely love my new light blue iphone case, especially for the price that I paid for it at! Thanks Amazon.com for such wonderful deals!!!",5,iPhone case,1378252800,"09 4, 2013",
A301Z8IOK3T238,B00GCQMZYA,"Zak ""Diva""","[0, 0]","I was satisfied with the other versions of lifeproof for different phones but this one isn't the same, I feel like it was rushed. It's not the quality you'd expect for paying so much.. I got a refund for it..",2,Not good for the price..,1390435200,"01 23, 2014",
A3TZEKXYJ9KC0M,B006C14L06,Glinda,"[1, 1]",I'm a person that loves different stuff that no one else has so when I saw this I ordered it on the spot. It's cute but to be honest I don't use it because forit some reason I can't hear well with it. It had a volume button but it doesn't work. I feel it's move for looks than an actual practical product.,3,It's Ok,1390867200,"01 28, 2014",
A1LM4PSE0HJQDW,B004VBEHYO,JessTa,"[1, 1]","I bought this cable to charge my iPad on the nightstand, so that I'm not tethered to the one side of the bed while it's charging. It works well; Some of the other longer cables I tried ""isn't supported"" by the iPad, but this one didn't cause any problems. I plan on ordering more for all the other Apple devices in our household.",5,Works great!,1352332800,"11 8, 2012",
A2E5ZLFPFIH8MF,B005LFXBJG,vincent,"[0, 0]","Very nice charger. What can i say else, its very good and it is at a super cheap price. I recommend it",4,Nice,1402358400,"06 10, 2014",
A3PCEB9ND82AGE,B00329QP5A,maj71303,"[0, 0]",The way the manufacturer packages these head phones on like a hook is asking for damage in shipping. Sure enough they came broken to be sent right back to amazon. Can't even comment on how they sound so take your own chance on theme.,3,Could be packaged better,1356998400,"01 1, 2013",
A2QIHQ4HE4G9HE,B00974L0EA,hawtzombie,"[0, 0]",I have always enjoyed OtterBox cases especially with my new iphone...it also has an opening for the fingerprint scanner...Would buy again!,5,Love Otterbox,1385424000,"11 26, 2013",
A2SLT8Y7RX00I5,B005SUHRVC,Olga,"[0, 0]",It's a good fit for my family. I hate writing reviews it should be optional not required. Specially if you have several items.,5,Good,1353542400,"11 22, 2012",
A1VTV90YC6NGAW,B009OUG27M,Maddie,"[0, 0]","The case is very nice, but it is frosty and not crystal clear like i hoped for, but it does its job (:",4,Eh,1368316800,"05 12, 2013",
A1BE5HDCYFLD9E,B007VC6SH4,Sharnisha Brazzell,"[0, 0]",I would recommend this choice to anyone who wants a car adapter and don't want it to be big and bulky this adapter can fit right in your pocket and its my favorite color.,4,AMAZING CHOICE,1364601600,"03 30, 2013",
A14VJHKOVUGAK6,B003WZHVYI,DJ,"[0, 0]",IT WAS PRETTY BUT AFTER A WHILE (AS WITH MOST WHITE CASES) IT STARTED TO GET BROWN FROM ALL THE HANDLING. PRETTY CASE THO AND CAME QUICKLY.,2,NOPE,1373414400,"07 10, 2013",
AN5PJWMY7TLNW,B006JW3C4Y,J. Tramuel,"[1, 2]",came sooner than expected. fit perfectly and was not broken upon arrival. I put it on soon as I received it,5,case,1368576000,"05 15, 2013",
A124MQESI6PUUT,B00896EZB2,Q. Blankenship-Smith,"[0, 0]",It's okay. Nothing to write home about.,3,Alright,1404518400,"07 5, 2014",
A2OEIJI44N3V3U,B006YZWE6S,Nicckhale Sundaj,"[0, 0]",This is a winner hands down I highly recommend this item for purchase. I beautiful case to cover the phone.,5,Samsung Galaxy Note 19220,1378598400,"09 8, 2013",
A56AUIA2KJ3KQ,B003XRZXP4,Jonathan C. Ross,"[0, 0]",Great little Bluetooth headset that's even better when combined with the ear buds that connect to the bluetooth head set. They are great for going: running with.,5,works well,1331424000,"03 11, 2012",
A1H8D53KV0IMX8,B00792JJK4,Splinter9,"[0, 0]",Great tool to use when trying to remove the broken glass on an iPhone or a Galaxy phone. Very durable and works great!!,5,Nice pry tool!,1380672000,"10 2, 2013",
AC3VHAO5ZVJTF,B0087UBMWA,Rachel Munoz,"[0, 0]",so far so good  long  cord  works great  good thick  quaility of material  defenitaly  buy if u need a long  cord,5,love,1366934400,"04 26, 2013",
AEAFHD09X8044,B007E36ZGO,PaceyPimps,"[0, 0]",buy the 12 pack its cheaper and the clips fall out easy the rest works just fine. nice color pack though,3,clip fall out easy,1399161600,"05 4, 2014",
A3NQLKUNEG474M,B008WG7PN4,Julie Simek,"[0, 0]","this is another case i got for my son and sorry to say a piece broke off of it, but he still uses it.",4,case,1398384000,"04 25, 2014",
A2VVT23YZNEOUE,B0059DLL8I,Joilanda Cosby,"[0, 0]",great buy it gets dirty fast so spray gaurd it first and you will be fine it last and looks great,5,great,1366156800,"04 17, 2013",
ABH741JTXOZZN,B00BW6GH76,Amazon Customer,"[0, 0]","This is a very cool looking case. The buttons are very defined making it easy to press them unlike some phone cases. I didnt give this case 5 stars though, because its not actually protective as stated. The lip that comes up on the phone is barely there, so i believe if it drop this phone there is still a chance it could get broken and damaged. But if your not looking for something super protective, this is a very nice case!",4,Very Nice Case!,1390435200,"01 23, 2014",
A2K3UOF0S539RL,B004PCJQGS,"Anabella ""Ana""","[0, 0]",I brought this charger for my brother and so far so good no complaint and is working great on his Samsung galaxy s3 and hope to buy another one for my phone as back up,5,excellent!!!!!,1364947200,"04 3, 2013",
A1R3GN9MEJFXM3,B00DVH62J2,"I'm not an internet shopaholic - ""thebanker""","[0, 0]","After getting tired of carrying multiple chargers for the family's multitude of smartphones, iPad and Android tablets and almost likely limited by the number of wall outlets in the hotel room, I decided it it time to act smart.  This 5 port changer is perfect for connecting up to 5 devices connected to ONE wall outlet.  I have many Anker single chargers and battery backups and they make quality products.  No regrets.",5,Anker 5-port charger makes my life more logical and convenient.,1384905600,"11 20, 2013",
A18JF0T0GOCORW,B0073FCPSK,"Y.Trinh ""U""","[0, 0]",Nice to increase plug space and be able to charge my phone & ipad together over night! Works well! Happy with purchase.,5,Charges without problems!,1403222400,"06 20, 2014",
A1H8D53KV0IMX8,B0095R2YEY,Splinter9,"[0, 0]",Nice piece of glass to be used as a replacement for your Galaxy S3. Looks great after I replaced the old glass! My phone looks brand new again!,5,Samsung Galaxy S3 III T-mobile SGH-T999 / AT&T SGH-i747,1380672000,"10 2, 2013",
A3FF6CWXBMKJHF,B0006B3QY0,S.Hody,"[0, 0]",bought this for work and it works great. the sound is clear and the microphone is located in a convenient location. the clip is also a great addition to the headset.,5,"great price, works how it should!",1333411200,"04 3, 2012",
A1TF8PPKYADW21,B007Y6YRIO,Leatha Farmer,"[0, 0]",It was everything that it said it would be everything came as expected and was able to be installed by a professional for a cheaper price.,5,Very nice!!!,1392681600,"02 18, 2014",
A1PBO07IVTPS6W,B007FZ1BDS,Jay colon,"[0, 0]","I gave it 1 star , I wasn't happy with these screen protectors, it didn't stick to well on my cell it kept lifting on the corners . I don't recommend these screens",1,Fosmon crystal clear screen protector for samsung galaxy note lte i717,1391040000,"01 30, 2014",
